Artist Name,Popularity,danceability,energy,key,mode,acousticness,instrumentalness,liveness,valence,tempo,Class
Dua Saleh,43,0.711,0.663,1,1,0.00099,8.13E-05,0.324,0.768,177.041,5
EKKSTACY,65,0.595,0.588,10,1,0.507,0.781,0.113,0.518,166.061,5
Killing Joke,54,0.393,0.964,3,1,0.000735,0.0196,0.34,0.352,151.898,1
KennyHoopla,68,0.472,0.811,8,1,0.000839,0.000143,0.373,0.637,164.991,10
Niall Horan,7,0.615,0.419,2,1,0.636,,0.0898,0.212,131.81,9
Annihilator,27,0.479,0.987,6,1,2.42E-05,0.123,0.834,0.439,129.974,8
Gucci Mane,44,0.844,0.486,3,0,0.234,,0.0976,0.493,142.606,5
Lock The Basement,39,0.283,0.869,2,1,1.75E-05,0.665,0.343,0.233,189.841,8
Rise Twain,21,0.363,0.548,3,1,0.53,0.00297,0.141,0.192,78.719,10
Peach Pit,68,0.565,0.438,7,1,0.122,0.0469,0.108,0.211,133.949,6
Taletta,31,0.447,0.551,9,1,0.452,0.00564,0.116,0.362,177.875,10
Tom Walker,69,0.502,0.65,1,1,0.366,,0.0956,0.392,159.78,9
LUDMILLA,53,0.782,0.969,1,1,0.204,0.000228,0.075,0.763,137.958,9
David Bowie,75,0.635,0.686,9,1,0.209,0.0176,0.282,0.464,125.988,10
Aerosmith,78,0.307,0.433,1,1,0.388,9.08E-05,0.332,0.224,160.9,10
Shannon Curfman,38,0.574,0.627,11,0,0.0846,,0.0351,0.864,190.415,10
Jorja Smith,71,0.661,0.618,4,0,0.368,0.000563,0.0743,0.81,148.544,5
AC/DC,67,0.599,0.787,2,1,2.07E-05,5.27E-05,0.064,0.822,114.065,10
Ty Segall,33,0.308,0.883,6,1,0.00185,0.00043,0.214,0.255,111.604,1
Simian Mobile Disco,39,0.685,0.898,10,0,0.00434,0.817,0.0708,0.694,126.964,6
Cranes,32,0.576,0.892,11,0,0.00152,0.419,0.0866,0.86,119.505,6
Roanoke,,0.568,0.585,3,1,0.0921,3.90E-06,0.241,0.562,102.105,0
Alessia Cara,80,0.319,0.739,,1,0.0285,,0.111,0.449,194.169,9
Twenty One Pilots,75,0.754,0.583,4,0,0.32,0.00015,0.144,0.77,122.012,10
The Libertines,46,0.326,0.908,9,1,0.0118,,0.367,0.587,182.521,1
Papa Roach,60,0.389,0.975,7,1,0.000109,9.84E-06,0.249,0.38,169.858,10
Soulja Boy,37,0.938,0.463,1,1,0.035,0.00652,0.1,0.46,119.878,9
Seether,52,0.268,0.811,1,1,7.61E-05,0.00122,0.0651,0.295,101.041,10
Jay Loud,41,0.528,0.522,4,0,0.105,,0.0997,0.212,83.178,5
Saybia,51,0.285,0.434,9,1,0.283,7.87E-05,0.0552,0.0663,135.828,10
Goodbye June,55,0.258,0.978,8,1,0.000519,0.000363,0.218,0.28,132.862,10
MGMT,78,0.763,0.803,1,1,0.0709,0.285,0.348,0.561,103.04,6
Heruin,20,0.419,0.965,,0,7.63E-05,0.253,0.461,0.339,160.004,8
Marina Maximilian,45,0.511,0.675,5,0,0.0988,6.47E-06,0.423,0.314,91.943,9
Apifera,26,0.275,0.226,9,1,0.955,0.957,0.149,0.163,135.676,6
Darkthrone,41,0.141,0.999,11,1,3.85E-06,0.00804,0.109,0.0342,145.834,8
STACEY,,0.311,0.588,11,1,0.224,0.000111,0.0784,0.281,90.002,6
Dan Toren,18,0.339,0.65,7,1,0.0668,0.00046,0.365,0.65,172.017,10
The Romantics,66,0.542,0.915,9,1,0.319,5.34E-05,0.171,0.92,159.81,10
The Strangeloves,41,0.669,0.848,8,0,0.0273,0.0869,0.0881,0.661,102.048,1
Lou Val,51,0.236,0.582,1,0,0.0584,0.00277,0.34,0.265,67.131,1
10cc,49,0.737,0.642,9,1,0.0185,0.00415,0.0726,0.467,106.742,10
Jamie Lidell,50,0.832,0.593,5,0,0.148,,0.276,0.729,111.075,9
Ron Gallo,32,0.842,0.941,7,1,0.136,0.00808,0.0645,0.716,119.075,6
Noah Cunane,49,0.364,0.936,9,1,0.000626,2.50E-06,0.427,0.579,180.191,9
Thrills in +41,28,0.768,0.69,9,1,0.0129,0.92,0.346,0.102,141.029,6
DREAMCATCHER,50,0.416,0.971,8,0,0.0243,,0.318,0.504,174.954,10
Ro Panuganti,29,0.454,0.886,11,0,8.69E-06,0.84,0.193,0.195,119.851,8
To Kill Achilles,37,0.324,0.843,4,0,0.00125,2.40E-06,0.36,0.389,190.149,8
Quicksand,41,0.424,0.944,11,0,9.04E-06,1.09E-05,0.357,0.389,158.089,1
KAS,48,0.876,0.615,8,0,0.0434,,0.235,0.356,98.034,5
Dua Lipa,72,0.661,0.651,7,0,0.117,1.32E-05,0.056,0.368,87.46,9
Doja Cat,84,0.787,0.673,11,0,0.256,3.57E-06,0.0904,0.786,110.962,9
Powfu,66,0.579,0.402,2,1,0.777,,0.316,0.516,152.067,9
Jimi Hendrix,47,0.427,0.573,8,1,0.382,0.112,0.112,0.608,97.076,2
Wolf Alice,56,0.679,0.253,2,1,0.812,0.301,0.111,0.653,127.45,9
Pop Smoke,87,0.823,0.586,6,0,0.114,,0.193,0.347,125.971,5
Kirk Fletcher,30,0.217,0.909,8,0,0.0168,0.14,0.345,0.673,185.561,2
Maniac,28,0.598,0.618,5,1,0.54,0.000546,0.951,0.422,103.099,5
Sawyer Fredericks,44,0.358,0.423,7,1,0.565,3.38E-05,0.0846,0.309,182.959,9
Fiji Blue,55,0.749,0.409,9,1,0.13,0.00222,0.152,0.486,122.979,9
Lil Durk,63,0.813,0.57,3,0,0.0909,,0.0982,0.676,109.07,5
Hailee Steinfeld,56,0.676,0.266,9,1,0.514,,0.108,0.707,205.598,0
Bastille,59,0.504,0.821,8,1,0.275,,0.0418,0.458,155.131,10
Dierks Bentley,58,0.557,0.825,6,1,0.00525,0.00164,0.177,0.841,120.017,4
Rhye,56,0.764,0.501,,1,0.311,0.192,0.111,0.427,106.961,6
james ginzburg,9,0.131,0.307,4,1,0.00185,0.916,0.111,0.0264,59.562,6
The Modern Lovers,58,0.462,0.84,2,1,5.05E-05,6.47E-05,0.0893,0.805,75.542,10
Born Ruffians,43,0.314,0.592,9,1,0.00472,,0.268,0.282,80.458,6
Lianne La Havas,53,0.679,0.111,6,1,0.623,0.274,0.353,0.508,90.014,1
Lata Mangeshkar,1,0.478,0.292,10,0,0.947,0.00713,0.179,0.768,169.319,3
Palma Violets,44,0.237,0.88,,1,8.54E-06,0.842,0.085,0.309,130.128,10
LaVern Baker,41,0.67,0.493,6,1,0.285,,0.0495,0.928,93.867,2
Sarit Hadad,35,0.754,0.82,11,0,0.0711,0.000727,0.0947,0.377,128.039,9
"George Frideric Handel, Raphaela Gromes, Julian Riem",37,0.14,0.177,5,1,0.992,0.849,0.109,0.075,172.391,7
R.E.M.,49,0.322,0.394,,1,0.172,2.12E-06,0.0869,0.0883,113.973,10
Imagine Dragons,63,0.774,0.553,9,1,0.379,,0.739,0.514,102.055,0
Drake,86,0.761,0.518,,1,0.244,3.47E-05,0.107,0.522,133.976,9
Valkyrie,28,0.393,0.904,7,0,5.27E-06,0.853,0.0937,0.497,89.562,10
Fleetwood Mac,62,0.625,0.591,7,0,0.0138,0.0399,0.0893,0.863,126.597,10
Brittany Howard,54,0.598,0.853,9,1,0.132,0.00297,0.132,0.312,121.988,1
Alex Little and The Suspicious Minds,26,0.528,0.721,9,1,0.0002,0.0137,0.315,0.483,135.969,10
CADE,44,0.59,0.629,6,0,0.228,,0.909,0.406,157.928,10
Robin Trower,36,0.719,0.665,4,0,0.118,0.000875,0.276,0.658,104.99,2
Barenaked Ladies,71,0.702,0.898,9,1,0.00854,0.000154,0.0917,0.731,112.845,10
David Maayan,15,0.815,0.459,9,1,0.0232,0.000483,0.165,0.127,99.966,5
Manntra,42,0.596,0.857,4,0,0.000261,0.0689,0.234,0.5,102.062,8
Yoav Itzhak,30,0.614,0.836,4,0,0.0685,0.00104,0.0214,0.81,97.992,9
Arlo Parks,60,0.596,0.576,10,1,0.376,0.0904,0.107,0.485,160.176,1
Nipsey Hussle,63,0.394,0.734,1,0,0.0329,1.26E-06,0.109,0.0778,86.897,5
Behemoth,36,0.394,0.94,10,0,7.17E-05,0.0033,0.0547,0.207,99.592,8
System Of A Down,80,0.417,0.934,7,0,0.000278,0.0015,0.132,0.287,127.066,10
The Beatles,73,0.686,0.127,7,1,0.754,1.41E-05,0.0573,0.372,93.699,0
Sam Hunt,72,0.747,0.861,8,1,0.113,,0.026,0.859,103.966,4
Ashe,80,0.509,0.498,2,1,0.413,,0.0674,0.283,99.729,6
Marshmello,61,0.433,0.905,11,1,0.00803,,0.337,0.375,148.149,10
Kevo Muney,44,0.887,0.667,8,1,0.142,,0.195,0.487,135.069,5
Marlon Craft,45,0.707,0.909,1,1,0.381,,0.119,0.608,87.036,5
The Cranberries,63,0.469,0.427,4,0,0.00414,3.77E-05,0.128,0.0821,84.053,10
Faron Young,43,0.604,0.441,5,1,0.791,,0.249,0.795,128.32,4
Traitor,21,0.375,0.991,11,1,2.12E-05,0.671,0.0405,0.624,176.034,8
L.A. WITCH,37,0.203,0.833,9,1,2.70E-05,0.854,0.318,0.665,155.117,6
Dj Streaks,38,0.806,0.69,1,1,0.146,0.891,0.071,0.798,130.03,1
Edward Sharpe & The Magnetic Zeros,73,0.541,0.591,2,1,0.289,0.000431,0.124,0.116,111.676,9
J.PERIOD,32,0.805,0.876,9,1,0.394,,0.762,0.801,135.011,5
Angus & Julia Stone,67,0.614,0.101,,1,0.825,0.0217,0.707,0.155,75.902,6
Bob Brookmeyer,,0.336,0.0937,,1,0.972,0.0123,0.145,0.0992,90.587,7
The Doobie Brothers,75,0.645,0.598,1,0,0.221,3.53E-06,0.0721,0.913,105.929,10
Pins And Needles,38,0.589,0.68,6,1,0.0162,,0.109,0.612,172.066,0
The Velvet Underground,60,0.494,0.735,5,1,0.00401,3.14E-06,0.544,0.742,132.526,1
Real De Catorce,21,0.509,0.491,7,1,0.435,0.409,0.145,0.718,92.533,2
Jackie Hayes,48,0.638,0.666,4,0,0.00784,6.65E-05,0.314,0.651,131.962,10
St. Vincent,59,0.713,0.794,7,1,0.197,0.000232,0.603,0.961,155.942,1
Oasis,53,0.339,0.459,,1,0.303,,0.0909,0.22,171.95,10
John Moreland,44,0.395,0.866,7,1,0.113,9.85E-06,0.112,0.835,150.768,10
Ministri,37,0.235,0.989,9,1,0.000405,,0.0757,0.26,104.035,10
Sam Fender,53,0.446,0.811,1,1,0.0175,0.0106,0.158,0.678,175.716,10
Larry Davis,48,0.467,0.277,8,1,0.89,7.66E-05,0.2,0.535,99.83,2
Willie Lofton,23,0.634,0.241,2,1,0.987,1.31E-05,0.15,0.899,142.097,2
Texas Alexander,25,0.541,0.0132,6,1,0.979,1.95E-05,0.081,0.319,75.872,2
Cohen,22,0.457,0.563,6,1,0.117,,0.197,0.259,92.23,5
Sharon Van Etten,54,0.605,0.442,8,1,0.29,0.0122,0.219,0.72,139.979,6
lady gleep,22,0.679,0.621,,1,0.0126,,0.104,0.306,120.028,6
Ofer Levi,25,0.706,0.827,3,0,0.22,3.49E-06,0.193,0.786,118.021,9
The Vines,35,0.599,0.99,4,0,0.00232,0.000142,0.305,0.353,131.446,10
Little Richard,63,0.474,0.608,5,1,0.755,,0.0928,0.888,184.694,10
Pinetop Perkins,28,0.575,0.254,,1,0.943,2.34E-05,0.0579,0.526,161.678,2
Volbeat,59,0.247,0.942,,1,0.00408,1.86E-06,0.0864,0.601,94.094,8
Reveille,47,0.563,0.937,1,1,0.000111,,0.315,0.522,101.159,10
PVRIS,56,0.52,0.827,10,0,0.0412,0.0235,0.0999,0.411,101.99,10
The Armed,44,0.268,0.964,8,0,5.91E-05,0.833,0.73,0.174,164.058,8
Mob Rules,32,0.508,0.989,7,1,1.45E-05,0.000267,0.1,0.131,121.021,8
Eyal Golan,32,0.801,0.826,1,0,0.28,,0.111,0.822,103.993,9
Modest Mouse,60,0.659,0.906,7,0,0.156,3.27E-06,0.105,0.792,94.997,6
Madison Beer,67,0.638,0.699,1,1,0.0203,,0.0879,0.57,121.122,9
Snow Patrol,70,0.56,0.595,9,1,0.199,6.47E-05,0.132,0.144,104.011,9
Barns Courtney,46,0.5,0.834,4,1,0.00025,0.00367,0.496,0.456,98.111,10
Jagwar Twin,64,0.396,0.77,9,1,0.0184,,0.12,0.412,177.542,1
Jos√© James,32,0.777,0.292,,0,0.336,0.00444,0.0838,0.264,110.108,2
Julien Baker,50,0.487,0.582,5,1,0.715,0.301,0.0971,0.271,104.003,6
Moments,22,0.118,0.964,1,1,0.00012,0.139,0.337,0.107,200.003,8
Earshot,42,0.284,0.852,1,1,0.000975,0.00625,0.581,0.473,103.067,8
Creeper,45,0.388,0.764,2,1,0.0382,1.01E-05,0.328,0.638,172.004,10
Zoe Wees,50,0.447,0.192,1,1,0.888,,0.0969,0.33,138.8,9
Nascent,42,0.659,0.589,11,0,0.409,6.74E-06,0.108,0.176,119.931,5
Adi-Keshet Cohen,14,0.488,0.585,1,1,0.499,0.0221,0.111,0.204,135.429,6
JAHMED,39,0.773,0.691,1,1,0.00648,,0.127,0.574,161.006,5
Killswitch Engage,62,0.469,0.976,,0,0.000287,0.217,0.0636,0.222,124.001,8
Children of Zeus,41,0.82,0.387,7,1,0.729,0.0836,0.0699,0.724,95.977,5
"Mahendra Kapoor, Pamela Chopra, S.K.Mahan",9,0.397,0.529,4,1,0.914,0.000192,0.322,0.46,106.779,3
Maple Syrup,31,0.763,0.632,8,1,0.332,,0.143,0.493,85.996,1
Beyonc√©,64,0.437,0.803,2,1,0.0376,,0.683,0.406,84.378,5
Catherine Wheel,30,0.246,0.413,9,0,0.102,0.0265,0.242,0.0873,149.731,6
Sadhana Sargam,33,0.631,0.572,6,1,0.395,0.0212,0.0736,0.672,138.125,3
KALEO,55,0.602,0.459,8,0,0.63,0.000165,0.146,0.366,86.38,10
Ringunguinja,24,0.612,0.207,4,1,0.983,0.918,0.104,0.716,88.985,7
Brother Cane,45,0.48,0.978,1,1,0.0257,0.00247,0.403,0.655,150.319,10
Rod Wave,64,0.709,0.586,11,0,0.157,,0.0717,0.455,116.974,5
Pantera,53,0.364,0.811,11,1,0.00268,0.0093,0.106,0.151,120.758,8
"Marcin Wasilewski, Slawomir Kurkiewicz, Michal Miskiewicz",54,0.372,0.0891,7,1,0.916,0.911,0.158,0.0798,137.995,7
Drown in Sulphur,29,0.273,0.934,1,1,7.39E-05,0.664,0.145,0.152,129.174,8
SeeYouSpaceCowboy...,39,0.302,0.921,,1,5.77E-06,0.715,0.342,0.188,165.137,8
Al Foster,48,0.482,0.101,8,0,0.965,0.00335,0.125,0.189,105.719,7
Phoria,34,0.415,0.0711,11,1,0.989,0.871,0.0856,0.11,79.004,6
Falete,32,0.575,0.406,6,0,0.838,,0.0726,0.307,91.17,9
Brent Faiyaz,79,0.539,0.615,1,0,0.173,0.0056,0.144,0.493,163.924,9
*repeat repeat,37,0.327,0.841,9,1,0.000101,0.863,0.127,0.455,180.058,10
Pale Waves,53,0.598,0.906,7,1,0.00931,3.95E-05,0.16,0.525,97.007,6
"Pritam, Arijit Singh",70,0.534,0.481,,0,0.697,,0.142,0.293,124.914,3
Evanescence,50,0.545,0.903,1,1,3.50E-05,0.11,0.135,0.254,131.04,8
Britney Spears,49,0.847,0.801,9,1,0.0876,0.000204,0.766,0.841,93.19,9
T-Bone Walker,33,0.656,0.396,8,1,0.817,0.133,0.127,0.798,132.088,2
Jany Green,48,0.788,0.846,1,1,0.0364,0.00466,0.0963,0.794,121.928,6
Dinosaur Jr.,53,0.373,0.755,2,1,0.00411,0.000799,0.0635,0.57,111.813,6
Parmalee,65,0.559,0.66,7,1,0.222,,0.193,0.574,163.957,4
Machine Gun Kelly,70,0.575,0.959,1,0,0.000192,,0.0515,0.642,110.973,10
Leah Blevins,42,0.711,0.167,5,0,0.836,1.27E-06,0.1,0.476,82.842,0
Soen,48,0.477,0.973,7,0,0.00188,0.000135,0.379,0.403,107.618,8
Ella Henderson,67,0.68,0.84,9,1,0.0457,8.66E-06,0.143,0.468,104.975,9
Miss Lafamilia,44,0.727,0.632,,1,0.0966,,0.0913,0.193,144.22,5
Kavale,38,0.661,0.737,6,0,0.39,,0.22,0.558,160.142,5
SyKo,79,0.691,0.814,1,0,0.0164,,0.366,0.509,132.012,9
Igorrr,45,0.525,0.89,2,1,0.00135,0.813,0.0822,0.604,160.083,8
Caf√© Shahor Hazak,22,0.523,0.959,5,0,0.563,,0.44,0.545,185.865,5
Pure Obsessions & Red Nights,35,0.471,0.816,2,1,0.000232,0.1,0.0828,0.246,140.032,8
The Expendables,44,0.613,0.797,1,1,8.86E-05,0.86,0.418,0.397,132.024,10
King Gizzard & The Lizard Wizard,61,0.529,0.491,1,0,0.154,0.1,0.136,0.54,113.996,6
Bernard Allison,33,0.642,0.706,7,1,0.259,0.0449,0.375,0.669,106.241,2
Lifehouse,50,0.499,0.82,2,0,0.0495,,0.345,0.593,144.949,10
James Blake,56,0.313,0.0516,2,0,0.986,0.00652,0.0938,0.0846,86.103,6
Death,58,0.158,0.572,7,0,0.000926,0.893,0.144,0.347,79.176,8
Sody,54,0.588,0.625,,1,0.69,4.38E-06,0.0799,0.116,121.809,9
Mahesh Raghvan,20,0.558,0.596,1,0,0.0573,0.0167,0.0776,0.244,169.925,0
Rick Estrin & The Nightcats,15,0.874,0.649,,0,0.326,0.0028,0.0884,0.968,108.009,2
Blackjack Billy,48,0.731,0.84,7,1,0.047,,0.0532,0.775,93.987,10
Winsome,20,0.335,0.459,11,1,0.276,0.00375,0.106,0.37,185.161,10
Green Day,60,0.507,0.96,9,1,9.36E-05,1.02E-06,0.208,0.967,135.024,10
Ayane Yamazaki,6,0.552,0.26,,1,0.868,0.00544,0.247,0.198,95.01,9
Necrophobic,33,0.285,0.973,7,0,4.70E-06,0.417,0.228,0.0769,159.75,8
Sum 41,73,0.402,0.914,9,1,0.000579,,0.065,0.626,196.505,10
Alessandro Cortini,37,0.15,0.25,3,1,0.0836,0.841,0.276,0.0355,135.451,6
Spafford,35,0.316,0.535,7,1,0.00143,0.769,0.872,0.577,162.264,10
Skrizzly Adams,46,0.78,0.733,1,1,0.033,,0.231,0.746,129.938,10
Tee Grizzley,57,0.786,0.689,1,1,0.266,,0.109,0.53,86.974,5
Sleepy Hallow,79,0.775,0.518,6,0,0.455,,0.121,0.646,161.011,9
James Arthur,55,0.506,0.489,10,1,0.789,,0.111,0.62,143.866,9
Sega Bodega,46,0.761,0.514,1,1,0.0492,0.00801,0.217,0.258,110.042,6
Hollow Coves,60,0.568,0.558,9,1,0.724,0.000331,0.116,0.287,104.991,0
No Love For The Middle Child,48,0.673,0.923,1,0,0.0107,,0.12,0.946,139.969,1
Amusement Parks On Fire,31,0.282,0.813,,0,5.31E-06,,0.499,0.387,70.994,6
Allison Russell,55,0.482,0.333,2,1,0.705,,0.106,0.414,73.271,2
Koko Taylor,38,0.647,0.62,8,1,0.151,4.88E-05,0.132,0.873,119.4,2
"Gabriel Fauré, Sinfonieorchester Basel, Ivor Bolton",28,0.231,0.0768,2,1,0.944,0.149,0.0983,0.1,113.69,7
OWLS,32,0.53,0.793,4,1,0.0132,,0.236,0.603,101.258,10
Pandamic,37,0.492,0.678,9,1,0.000295,0.00229,0.364,0.349,104.428,10
Mot√∂rhead,61,0.296,0.975,3,0,0.000217,0.00196,0.269,0.0724,119.491,8
Tuna,30,0.379,0.714,4,0,0.0399,,0.543,0.475,170.038,5
The Rolling Stones,76,0.723,0.863,2,1,0.0383,0.0317,0.128,0.931,136.302,10
The Lonely Ones,38,0.595,0.91,4,1,0.000317,0.0331,0.583,0.635,109.041,10
Margalit Tzan'ani,35,0.819,0.705,6,0,0.138,,0.0884,0.979,105.154,9
Eric Reed,44,0.374,0.118,2,1,0.97,0.829,0.083,0.0954,145.312,7
Valencia Torres,46,0.57,0.0532,4,1,0.992,0.954,0.1,0.108,118.767,7
Datcha Mandala,15,0.503,0.825,7,1,0.000298,0.0365,0.298,0.691,133.206,10
Robert Cray,29,0.716,0.693,10,1,0.327,0.0071,0.0864,0.724,102.129,2
Electric Boys,34,0.45,0.894,2,1,9.45E-06,0.109,0.421,0.339,128.04,10
Kenny Chesney,58,0.604,0.605,4,1,0.115,1.22E-05,0.305,0.647,147.925,4
Charlie Marie,27,0.603,0.827,10,1,0.138,0.000323,0.123,0.664,107.009,1
Bay Ledges,36,0.695,0.654,4,0,0.379,0.149,0.177,0.946,86.016,6
Ofer Levi,23,0.54,0.522,3,0,0.421,1.07E-06,0.079,0.469,82.006,9
Charley Crockett,49,0.64,0.486,2,1,0.568,0.0202,0.7,0.895,112.313,1
The Kooks,60,0.66,0.522,2,1,0.196,,0.356,0.524,135.825,10
Carrie Underwood,65,0.575,0.844,3,0,0.226,,0.0538,0.542,87.007,4
Bon Iver,,0.565,0.257,,1,0.843,3.03E-06,0.109,0.111,76.493,0
Stevie Ray Vaughan,53,0.336,0.909,4,1,0.204,0.0211,0.333,0.956,172.162,2
Melii,33,0.907,0.734,8,1,0.0741,2.36E-05,0.105,0.351,133.964,5
Kings of Leon,77,0.276,0.715,,1,0.00552,0.000417,0.201,0.173,137.028,10
Herman's Hermits,54,0.659,0.663,7,1,0.31,1.70E-06,0.0745,0.961,133.849,10
Pomegranate Tiger,31,0.554,0.918,8,0,2.86E-05,0.704,0.551,0.27,120.05,8
Vargas Blues Band,26,0.592,0.752,9,0,0.33,0.81,0.0545,0.379,100.038,2
Queensr√øche,54,0.562,0.991,7,1,0.0373,1.14E-05,0.425,0.266,118.004,8
Cordae,73,0.93,0.467,8,1,0.00906,0.0062,0.131,0.169,139.972,5
Swimm,40,0.697,0.667,9,1,0.0038,2.08E-06,0.236,0.698,136.051,1
"Amitabh Bachchan, Rakhee, Shashi Kapoor, Rishi Kapoor, Neetu Singh, Waheeda Rehman, Naseem Bano",10,0.385,0.243,4,0,0.631,,0.672,0.372,76.484,3
Jalen Santoy,41,0.806,0.741,,1,0.278,,0.0985,0.286,105.022,5
Psychedelic Porn Crumpets,41,0.386,0.94,1,0,6.80E-05,2.11E-05,0.329,0.378,150.112,10
Bombino,29,0.451,0.547,9,0,0.504,0.0099,0.326,0.126,87.721,2
CHASE B,69,0.904,0.498,2,1,0.00919,,0.0791,0.145,132.992,5
"Udit Narayan, Hema Sardesai",32,0.603,0.675,2,0,0.428,4.41E-06,0.0893,0.533,104.946,3
Imarhan,17,0.6,0.624,8,1,0.468,0.124,0.166,0.756,98.586,2
Drama,49,0.908,0.517,4,1,0.00834,,0.142,0.539,125.055,5
Oscar Peterson Trio,59,0.488,0.0527,5,1,0.971,0.911,0.0882,0.193,49.689,7
Tseba,49,0.543,0.922,5,1,0.0598,0.159,0.109,0.73,121.984,6
Ram Jam,67,0.465,0.865,11,0,0.018,0.00135,0.0769,0.677,117.528,10
The Fratellis,40,0.592,0.901,2,1,0.00151,2.11E-05,0.351,0.836,105.065,10
The Wombats,2,0.398,0.838,4,1,0.00127,,0.576,0.747,116.913,6
Black Pistol Fire,55,0.282,0.843,11,0,0.000839,3.02E-05,0.0699,0.418,175.798,10
Mukesh,30,0.492,0.264,4,1,0.941,6.06E-06,0.241,0.515,109.057,3
Junkyard Drive,36,0.367,0.856,1,1,6.98E-05,0.00609,0.0492,0.322,167.849,8
Godsmack,48,0.684,0.659,9,1,0.027,5.90E-06,0.15,0.319,110.159,8
Count Basie,37,0.546,0.389,,0,0.777,0.00273,0.0994,0.682,164.443,2
Tion Wayne,90,0.883,0.674,11,0,0.21,,0.0678,0.73,141.02,9
Itay Levi,31,0.613,0.548,8,0,0.439,,0.116,0.479,139.963,9
Nickelback,69,0.455,0.858,11,0,0.000616,0.000247,0.226,0.597,163.118,10
Eels,56,0.409,0.717,6,1,0.000578,0.0632,0.0827,0.311,169.212,6
Tommy McClennan,34,0.707,0.275,9,0,0.91,7.60E-06,0.112,0.619,108.657,2
A Tribe Called Quest,64,0.812,0.6,7,1,0.00308,8.38E-06,0.173,0.555,97.338,5
Julia Wolf,7,0.781,0.407,8,1,0.325,,0.153,0.314,91.046,6
Lagori,15,0.316,0.426,,1,0.631,0.000682,0.103,0.252,130.013,0
Brama,11,0.375,0.744,5,0,0.00107,0.000109,0.329,0.687,102.718,10
J Balvin,85,0.503,0.548,,0,0.0751,0.000234,0.145,0.441,94.036,9
Bored at My Grandmas House,34,0.341,0.721,9,0,0.00593,0.0272,0.79,0.623,115.014,6
Sleeping With Sirens,58,0.693,0.562,,1,0.195,,0.123,0.183,123.979,10
Saweetie,72,0.882,0.839,4,1,0.156,,0.132,0.71,117.032,5
Crazy Town,72,0.736,0.811,9,0,0.00132,0.000142,0.107,0.609,103.502,10
David Bowie,37,0.537,0.355,,1,0.357,,0.132,0.39,113.994,6
Black Spiders,30,0.473,0.963,7,1,0.00104,,0.191,0.739,157.929,10
Armor For Sleep,52,0.435,0.774,2,1,0.014,,0.127,0.448,147.466,10
Erica Banks,70,0.898,0.529,9,1,0.0699,,0.536,0.8,110.032,9
Six Feet Under,43,0.615,0.893,5,1,0.00291,0.00472,0.199,0.555,127.834,8
AJ Mitchell,54,0.393,0.517,1,1,0.0379,,0.0738,0.535,70.59,9
Elvis Presley,67,0.494,0.756,,1,0.733,0.00505,0.76,0.949,86.895,10
Aya Korem,28,0.546,0.744,10,0,0.217,,0.0826,0.668,81.669,9
Young Guns,44,0.301,0.932,2,1,1.93E-05,0.405,0.33,0.373,136.057,10
Bones Owens,50,0.591,0.42,10,1,0.0146,0.000121,0.101,0.52,129.918,10
Dirty Honey,57,0.452,0.916,1,1,0.000308,0.000391,0.118,0.592,90.995,10
Omer Adam,53,0.705,0.842,3,0,0.0605,,0.141,0.62,130.019,9
Sonoda,32,0.291,0.8,,1,0.0772,0.00177,0.0953,0.499,174.713,6
Within Destruction,42,0.287,0.991,10,0,0.00657,0.00489,0.368,0.108,159.831,8
Molchat Doma,54,0.41,0.529,11,0,0.406,0.885,0.11,0.828,160.06,6
Nirvana,60,0.262,0.969,4,1,3.69E-06,0.00213,0.133,0.263,158.433,10
Danzig,37,0.581,0.809,2,1,0.00304,6.77E-05,0.3,0.19,127.991,8
Boys Noize,40,0.619,0.629,1,0,0.0473,0.227,0.314,0.262,123.003,1
James Blunt,29,0.5,0.673,10,1,0.0729,0.0147,0.493,0.56,149.326,9
The Rolling Stones,64,0.596,0.901,3,1,0.0362,0.749,0.0698,0.621,137.359,10
Chris Stapleton,76,0.602,0.477,9,1,0.268,3.10E-05,0.173,0.552,183.89,1
R.E.M.,43,0.274,0.567,7,1,0.0861,0.0461,0.398,0.29,144.713,10
The Killers,82,0.352,0.911,1,1,0.00121,,0.0995,0.236,148.033,1
PJ Harvey,52,0.552,0.669,7,1,0.00697,0.0467,0.0781,0.561,126.092,6
aroomfullofmirrors,43,0.622,0.41,8,1,0.451,1.86E-05,0.191,0.472,77.426,5
Bruce Springsteen,74,0.62,0.446,1,0,0.589,0.0299,0.0727,0.868,88.591,10
Eiv√∏r,54,0.562,0.47,6,0,0.174,0.0297,0.213,0.215,169.925,8
Nothing But Thieves,55,0.289,0.841,8,1,0.00582,0.00769,0.267,0.399,183.17,1
Gr√°inne Duffy,31,0.509,0.405,2,0,0.319,0.0059,0.123,0.274,141.509,2
Jacob Banks,54,0.574,0.691,6,0,0.0142,0.000431,0.169,0.767,95.009,10
Red Hot Chili Peppers,73,0.666,0.936,7,1,0.00244,0.086,0.153,0.776,91.577,10
MOD SUN,68,0.54,0.631,8,1,0.00316,,0.104,0.194,84.903,1
Raful Neal,11,0.778,0.6,7,1,0.297,0.0264,0.12,0.848,100.189,2
Let's Eat Grandma,44,0.716,0.552,,0,0.202,,0.0942,0.181,103.002,6
